id,name,supertype,subtypes,hp,types,evolvesTo,rules,attacks,weaknesses,retreatCost,set_id,set_name,rarity,nationalPokedexNumbers,image_url,price
sv3-224,Revavroom ex,Pokémon,"Stage 1, ex",280,Metal,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.",Wild Drift,Fire,Colorless,sv3,Obsidian Flames,Special Illustration Rare,966,https://images.pokemontcg.io/sv3/224_hires.png,2.81
swsh6-132,Caitlin,Trainer,Supporter,,,,"Put any number of cards from your hand on the bottom of your deck in any order. Then, draw that many cards., You may play only 1 Supporter card during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/132_hires.png,
swsh10-151,Spicy Seasoned Curry,Trainer,Item,,,,"Your Active Pokémon is now Burned. Heal 40 damage from it., You may play any number of Item cards during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/151_hires.png,
swsh8-234,Farewell Bell,Trainer,"Item, Pokémon Tool",,,,"If the Pokémon VMAX this card is attached to is Knocked Out by damage from an attack from your opponent's Pokémon, search your deck for a card and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn., Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/234_hires.png,
swshp-SWSH270,Rapidash,Pokémon,Stage 1,100,Fire,,,Fire Mane,Water,Colorless,swshp,SWSH Black Star Promos,Promo,78,https://images.pokemontcg.io/swshp/SWSH270_hires.png,13.0
swsh2-185,Falinks V,Pokémon,"Basic, V",160,Fighting,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Giga Impact,Psychic,"Colorless, Colorless",swsh2,Rebel Clash,Rare Ultra,870,https://images.pokemontcg.io/swsh2/185_hires.png,2.4
det1-11,Mr. Mime,Pokémon,Basic,80,Psychic,,,Juggling,Psychic,Colorless,det1,Detective Pikachu,Rare,122,https://images.pokemontcg.io/det1/11_hires.png,0.83
swsh45sv-SV118,Ditto V,Pokémon,"Basic, V",170,Colorless,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Stick On,Fighting,"Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Holo V,132,https://images.pokemontcg.io/swsh45sv/SV118_hires.png,1.63
bw11-RC21,Shaymin-EX,Pokémon,"Basic, EX",110,Grass,,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Synthesis, Revenge Blast",Fire,Colorless,bw11,Legendary Treasures,Rare Ultra,492,https://images.pokemontcg.io/bw11/RC21_hires.png,9.68
pop5-8,Boost Energy,Energy,Special,,,,"Boost Energy can be attached only to an Evolved Pokémon. Discard Boost Energy at the end of the turn it was attached. Boost Energy provides ColorlessColorlessColorless Energy. The Pokémon Boost Energy is attached to can't retreat. If the Pokémon Boost Energy is attached to isn't an Evolved Pokémon, discard Boost Energy.",,,,pop5,POP Series 5,Uncommon,,https://images.pokemontcg.io/pop5/8_hires.png,
ex6-13,Rapidash,Pokémon,Stage 1,80,Fire,,,"Searing Flame, Rear Kick",Water,Colorless,ex6,FireRed & LeafGreen,Rare Holo,78,https://images.pokemontcg.io/ex6/13_hires.png,20.32
sv1-65,Magnezone ex,Pokémon,"Stage 2, ex",330,Lightning,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.","Energy Crush, Pulse Launcher",Fighting,"Colorless, Colorless, Colorless",sv1,Scarlet & Violet,Double Rare,462,https://images.pokemontcg.io/sv1/65_hires.png,0.51
sv3-219,Ortega,Trainer,Supporter,,,,"Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck. If you put a card on the bottom of your opponent's deck in this way, your opponent may draw a card., You may play only 1 Supporter card during your turn.",,,,sv3,Obsidian Flames,Ultra Rare,,https://images.pokemontcg.io/sv3/219_hires.png,1.09
swsh6-131,Brawly,Trainer,"Supporter, Rapid Strike",,,,"Search your deck for up to 3 Basic Rapid Strike Pokémon and put them onto your Bench. Then, shuffle your deck., You may play only 1 Supporter card during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/131_hires.png,
swsh10-150,Roxanne,Trainer,Supporter,,,,"You can use this card only if your opponent has 3 or fewer Prize cards remaining. Each player shuffles their hand into their deck. Then, you draw 6 cards, and your opponent draws 2 cards., You may play only 1 Supporter card during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/150_hires.png,
swsh8-232,Dancer,Trainer,Supporter,,,,"Draw 2 cards. If you go second and it's your first turn, draw 3 more cards., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/232_hires.png,
swshp-SWSH269,Sunflora,Pokémon,Stage 1,90,Grass,,,Bright Beam,Fire,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,192,https://images.pokemontcg.io/swshp/SWSH269_hires.png,8.47
smp-SM185,Typhlosion,Pokémon,Stage 2,150,Fire,,,"Exploder, Bursting Inferno",Water,"Colorless, Colorless",smp,SM Black Star Promos,Promo,157,https://images.pokemontcg.io/smp/SM185_hires.png,1.42
hgss4-10,Spiritomb,Pokémon,Basic,60,Psychic,,,Color Tag,,Colorless,hgss4,HS—Triumphant,Rare Holo,442,https://images.pokemontcg.io/hgss4/10_hires.png,1.94
swshp-SWSH175,Eevee,Pokémon,Basic,60,Colorless,"Vaporeon, Jolteon, Flareon, Sylveon, Espeon, Umbreon, Leafeon, Glaceon",,"Be Prepared, Bite",Fighting,Colorless,swshp,SWSH Black Star Promos,Promo,133,https://images.pokemontcg.io/swshp/SWSH175_hires.png,0.64
swsh45sv-SV117,Grimmsnarl VMAX,Pokémon,VMAX,330,Darkness,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.",G-Max Drill,Grass,"Colorless, Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Holo VMAX,861,https://images.pokemontcg.io/swsh45sv/SV117_hires.png,3.23
smp-SM132,Delcatty,Pokémon,Stage 1,90,Colorless,,,Cat Kick,Fighting,Colorless,smp,SM Black Star Promos,Promo,301,https://images.pokemontcg.io/smp/SM132_hires.png,1.83
xy2-15,Rapidash,Pokémon,Stage 1,90,Fire,,,"Agility, Overrun",Water,,xy2,Flashfire,Uncommon,78,https://images.pokemontcg.io/xy2/15_hires.png,
ex15-9,Pinsir δ,Pokémon,Basic,60,Fighting,,,"Delta Call, Guillotine",Fire,Colorless,ex15,Dragon Frontiers,Rare Holo,127,https://images.pokemontcg.io/ex15/9_hires.png,6.28
sv1-91,Flabébé,Pokémon,Basic,40,Psychic,,,Pollen Shot,Metal,Colorless,sv1,Scarlet & Violet,Common,669,https://images.pokemontcg.io/sv1/91_hires.png,
sv3-218,Geeta,Trainer,Supporter,,,,"Search your deck for up to 2 Basic Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck. During this turn, your Pokémon can't attack. (This includes Pokémon that come into play this turn.), You may play only 1 Supporter card during your turn.",,,,sv3,Obsidian Flames,Ultra Rare,,https://images.pokemontcg.io/sv3/218_hires.png,1.19
swsh6-130,Avery,Trainer,Supporter,,,,"Draw 3 cards. If you drew any cards in this way, your opponent discards Pokémon from their Bench until they have 3., You may play only 1 Supporter card during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/130_hires.png,
swsh10-149,Kamado,Trainer,Supporter,,,,"Choose a card in your hand, and discard the other cards. If you do, draw 4 cards. (If you have no other cards in your hand, you can't use this card.), You may play only 1 Supporter card during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/149_hires.png,
swsh8-231,Crossceiver,Trainer,"Item, Fusion Strike",,,,"You must play 2 Crossceiver cards at once. (This effect works one time for 2 cards.), Put a Pokémon or a Supporter card from your discard pile into your hand., You may play any number of Item cards during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/231_hires.png,
swshp-SWSH268,Deoxys VSTAR,Pokémon,VSTAR,270,Psychic,,"VSTAR rule: When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.","Psychic Javelin, Star Force",Darkness,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,386,https://images.pokemontcg.io/swshp/SWSH268_hires.png,3.89
sm9-191,Eevee & Snorlax-GX,Pokémon,"Basic, TAG TEAM, GX",270,Colorless,"Vaporeon, Jolteon, Flareon, Sylveon, Espeon, Umbreon, Leafeon, Glaceon","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.","Cheer Up, Dump Truck Press, Megaton Friends-GX",Fighting,"Colorless, Colorless, Colorless, Colorless",sm9,Team Up,Rare Rainbow,"133, 143",https://images.pokemontcg.io/sm9/191_hires.png,129.68
basep-7,Jigglypuff,Pokémon,Basic,50,Colorless,Wigglytuff,,"First Aid, Double-edge",Fighting,Colorless,basep,Wizards Black Star Promos,Promo,39,https://images.pokemontcg.io/basep/7_hires.png,
swsh45sv-SV116,Grimmsnarl V,Pokémon,"Basic, V",220,Darkness,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Bite, Spiky Knuckle",Grass,"Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Holo V,861,https://images.pokemontcg.io/swsh45sv/SV116_hires.png,0.88
sm2-129,Multi Switch,Trainer,Item,,,,"Move an Energy from 1 of your Benched Pokémon to your Active Pokémon., You may play as many Item cards as you like during your turn (before your attack).",,,,sm2,Guardians Rising,Uncommon,,https://images.pokemontcg.io/sm2/129_hires.png,
ex13-10,Kingdra δ,Pokémon,Stage 2,110,"Fire, Metal",,This Pokémon is both Fire Metal type.,"Extra Flame, Heat Blast",Lightning,"Colorless, Colorless",ex13,Holon Phantoms,Rare Holo,230,https://images.pokemontcg.io/ex13/10_hires.png,13.87
ex4-19,Team Magma's Camerupt,Pokémon,Stage 1,80,Fire,,,Flame Ball,Water,"Colorless, Colorless",ex4,Team Magma vs Team Aqua,Rare,323,https://images.pokemontcg.io/ex4/19_hires.png,
sv1-90,Drifblim,Pokémon,Stage 1,110,Psychic,,,"Gust, Curse Spreading",Darkness,Colorless,sv1,Scarlet & Violet,Uncommon,426,https://images.pokemontcg.io/sv1/90_hires.png,
sv3-216,Revavroom ex,Pokémon,"Stage 1, ex",280,Metal,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.",Wild Drift,Fire,Colorless,sv3,Obsidian Flames,Ultra Rare,966,https://images.pokemontcg.io/sv3/216_hires.png,0.94
swsh6-129,Agatha,Trainer,Supporter,,,,"Move up to 3 damage counters from your Active Pokémon to your opponent's Active Pokémon., You may play only 1 Supporter card during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/129_hires.png,
swsh10-148,Jubilife Village,Trainer,Stadium,,,,"Once during each player's turn, that player may shuffle their hand into their deck and draw 5 cards. If they do, their turn ends.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/148_hires.png,
swsh8-227,Chili & Cilan & Cress,Trainer,"Supporter, Fusion Strike",,,,"Search your deck for up to 3 Fusion Strike Pokémon, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/227_hires.png,
swshp-SWSH267,Deoxys VMAX,Pokémon,VMAX,330,Psychic,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.",Max Drain,Darkness,"Colorless, Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,386,https://images.pokemontcg.io/swshp/SWSH267_hires.png,2.3
sm8-175,Fairy Charm Psychic,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Psychic Pokémon-GX and Psychic Pokémon-EX., You may play as many Item cards as you like during your turn (before your attack).",,,,sm8,Lost Thunder,Uncommon,,https://images.pokemontcg.io/sm8/175_hires.png,
xy8-4,Cacnea,Pokémon,Basic,60,Grass,Cacturne,,Swagger,Fire,Colorless,xy8,BREAKthrough,Common,331,https://images.pokemontcg.io/xy8/4_hires.png,
swsh45sv-SV115,Falinks V,Pokémon,"Basic, V",160,Fighting,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Giga Impact,Psychic,"Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Holo V,870,https://images.pokemontcg.io/swsh45sv/SV115_hires.png,0.72
pl3-130,Surskit,Pokémon,Basic,50,Grass,Masquerain,,Quick Attack,Fire,Colorless,pl3,Supreme Victors,Common,283,https://images.pokemontcg.io/pl3/130_hires.png,
ex5-6,Exploud,Pokémon,Stage 2,120,Colorless,,,"Breaking Sound, Bass Control, Thunderous Roar, Hyper Voice",Fighting,"Colorless, Colorless",ex5,Hidden Legends,Rare Holo,295,https://images.pokemontcg.io/ex5/6_hires.png,11.12
sm8-16,Shuckle,Pokémon,Basic,60,Grass,,,Energy Drink,Fire,Colorless,sm8,Lost Thunder,Uncommon,213,https://images.pokemontcg.io/sm8/16_hires.png,
sv1-89,Drifloon,Pokémon,Basic,70,Psychic,,,"Gust, Balloon Blast",Darkness,Colorless,sv1,Scarlet & Violet,Common,425,https://images.pokemontcg.io/sv1/89_hires.png,
sv3-210,Eiscue ex,Pokémon,"Basic, ex, Tera",210,Fire,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards., Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).",Scalding Block,Water,"Colorless, Colorless",sv3,Obsidian Flames,Ultra Rare,875,https://images.pokemontcg.io/sv3/210_hires.png,1.31
swsh6-128,Greedent,Pokémon,Stage 1,120,Colorless,,,Gnaw,Fighting,Colorless,swsh6,Chilling Reign,Rare Holo,820,https://images.pokemontcg.io/swsh6/128_hires.png,0.15
swsh10-147,Irida,Trainer,Supporter,,,,"Search your deck for a Water Pokémon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.",,,,swsh10,Astral Radiance,Rare Holo,,https://images.pokemontcg.io/swsh10/147_hires.png,4.53
swsh8-230,Cross Switcher,Trainer,"Item, Fusion Strike",,,,"You must play 2 Cross Switcher cards at once. (This effect works one time for 2 cards.), Switch 1 of your opponent's Benched Pokémon with their Active Pokémon. If you do, switch your Active Pokémon with 1 of your Benched Pokémon., You may play any number of Item cards during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/230_hires.png,
sm5-80,Magnemite,Pokémon,Basic,60,Metal,Magneton,,"Searching Magnet, Tackle",Fire,Colorless,sm5,Ultra Prism,Common,81,https://images.pokemontcg.io/sm5/80_hires.png,
swshp-SWSH266,Deoxys V,Pokémon,"Basic, V",210,Psychic,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Psychic, Power Edge",Darkness,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,386,https://images.pokemontcg.io/swshp/SWSH266_hires.png,2.24
swsh4-175,Drapion V,Pokémon,"Basic, V",210,Darkness,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Wrack Down, Hazardous Claws",Fighting,"Colorless, Colorless, Colorless",swsh4,Vivid Voltage,Rare Ultra,452,https://images.pokemontcg.io/swsh4/175_hires.png,1.17
ex12-11,Muk,Pokémon,Stage 1,70,Grass,,,"Poison Ring, Sludge Toss",Psychic,"Colorless, Colorless",ex12,Legend Maker,Rare Holo,89,https://images.pokemontcg.io/ex12/11_hires.png,3.03
swsh45sv-SV114,Indeedee V,Pokémon,"Basic, V",180,Psychic,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Psychic,Darkness,"Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Holo V,876,https://images.pokemontcg.io/swsh45sv/SV114_hires.png,0.57
ex10-O,Unown,Pokémon,Basic,60,Psychic,,,Hidden Power,Psychic,Colorless,ex10,Unseen Forces,Rare,201,https://images.pokemontcg.io/ex10/O_hires.png,9.71
ex12-15,Absol,Pokémon,Basic,70,Darkness,,,"Extra Call, Feint Attack",Fighting,Colorless,ex12,Legend Maker,Rare,359,https://images.pokemontcg.io/ex12/15_hires.png,
bw7-18,Charmander,Pokémon,Basic,70,Fire,Charmeleon,,"Draw In, Flare",Water,"Colorless, Colorless",bw7,Boundaries Crossed,Common,4,https://images.pokemontcg.io/bw7/18_hires.png,
sv1-101,Flittle,Pokémon,Basic,40,Psychic,,,Spinning Attack,Darkness,Colorless,sv1,Scarlet & Violet,Common,955,https://images.pokemontcg.io/sv1/101_hires.png,
sv3-223,Charizard ex,Pokémon,"Stage 2, ex, Tera",330,Darkness,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards., Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).",Burning Darkness,Grass,"Colorless, Colorless",sv3,Obsidian Flames,Special Illustration Rare,6,https://images.pokemontcg.io/sv3/223_hires.png,45.35
swsh6-127,Skwovet,Pokémon,Basic,60,Colorless,Greedent,,"Scrounge, Gnaw",Fighting,Colorless,swsh6,Chilling Reign,Common,819,https://images.pokemontcg.io/swsh6/127_hires.png,
swsh10-146,Hisuian Heavy Ball,Trainer,Item,,,,"Look at your face-down Prize cards. You may reveal a Basic Pokémon you find there, put it into your hand, and put this Hisuian Heavy Ball in its place as a face-down Prize card. (If you don't reveal a Basic Pokémon, put this card in the discard pile.) Then, shuffle your face-down Prize cards., You may play any number of Item cards during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/146_hires.png,
swsh8-228,Cook,Trainer,Supporter,,,,"Heal 70 damage from your Active Pokémon., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/228_hires.png,
swshp-SWSH265,Zeraora VSTAR,Pokémon,VSTAR,270,Lightning,,"VSTAR rule: When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.","Crushing Beat, Lightning Storm Star",Fighting,,swshp,SWSH Black Star Promos,Promo,807,https://images.pokemontcg.io/swshp/SWSH265_hires.png,1.77
swsh3-170,Spikemuth,Trainer,Stadium,,,,"Whenever a player's Active Pokémon moves to the Bench during their turn, put 2 damage counters on that Pokémon., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.",,,,swsh3,Darkness Ablaze,Uncommon,,https://images.pokemontcg.io/swsh3/170_hires.png,
xy11-10,Nuzleaf,Pokémon,Stage 1,70,Grass,Shiftry,,"Harden, Razor Leaf",Fire,Colorless,xy11,Steam Siege,Uncommon,274,https://images.pokemontcg.io/xy11/10_hires.png,
swsh45sv-SV113,Toxtricity VMAX,Pokémon,VMAX,320,Lightning,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.",G-Max Riot,Fighting,"Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Holo VMAX,849,https://images.pokemontcg.io/swsh45sv/SV113_hires.png,2.59
